emp_no,first_name,title,to_date
12590,Gita,Senior Staff,9999-01-01
12596,Breannda,Senior Staff,9999-01-01
12597,Kazuhito,Senior Staff,9999-01-01
12601,Ghassan,Senior Engineer,9999-01-01
12603,Utpal,Staff,9999-01-01
12608,Nectarios,Senior Staff,9999-01-01
12612,Chandrasekaran,Staff,9999-01-01
12617,Shawna,Senior Staff,9999-01-01
12623,Raimond,Senior Staff,9999-01-01
12626,Gill,Senior Engineer,9999-01-01
12630,Sreekrishna,Senior Staff,9999-01-01
12635,Xinyu,Senior Engineer,9999-01-01
12636,Yuuichi,Senior Staff,9999-01-01
12638,Yuqun,Engineer,9999-01-01
12639,Zeljko,Senior Engineer,9999-01-01
12642,Suebskul,Senior Staff,9999-01-01
12644,Bernt,Senior Engineer,9999-01-01
12645,Kyoichi,Staff,9999-01-01
12651,Pragnesh,Senior Staff,9999-01-01
12656,Seshu,Senior Staff,9999-01-01
12662,Leucio,Engineer,9999-01-01
12663,Nobuyoshi,Technique Leader,9999-01-01
12664,Zhonghua,Staff,9999-01-01
12666,Stamatina,Engineer,9999-01-01
12670,Seongbae,Engineer,9999-01-01
12672,Mayumi,Senior Engineer,9999-01-01
12680,Bader,Staff,9999-01-01
12687,Weicheng,Staff,9999-01-01
12689,Luerbio,Senior Engineer,9999-01-01
12691,Oddvar,Senior Engineer,9999-01-01
12697,Uri,Senior Staff,9999-01-01
12707,Gregory,Staff,9999-01-01
12709,Ronghao,Senior Engineer,9999-01-01
12715,Honglan,Staff,9999-01-01
12717,Tzu,Staff,9999-01-01
12722,Elliott,Senior Staff,9999-01-01
12725,Inderjeet,Senior Staff,9999-01-01
12726,Fumitake,Senior Engineer,9999-01-01
12729,Nahla,Senior Engineer,9999-01-01
12731,Yongmao,Senior Staff,9999-01-01
12732,Mara,Senior Staff,9999-01-01
12734,Gil,Senior Engineer,9999-01-01
12746,Heekeun,Senior Engineer,9999-01-01
12747,Salvador,Technique Leader,9999-01-01
12748,Berry,Engineer,9999-01-01
12753,Kazuhito,Senior Engineer,9999-01-01
12754,Ronnie,Senior Engineer,9999-01-01
12755,Rildo,Senior Staff,9999-01-01
12761,Hitofumi,Senior Staff,9999-01-01
12769,Abdelwaheb,Engineer,9999-01-01
12770,Maik,Senior Staff,9999-01-01
12773,Jenwei,Senior Engineer,9999-01-01
12774,Moon,Engineer,9999-01-01
12777,Sreenivas,Senior Staff,9999-01-01
12785,Bouchung,Senior Engineer,9999-01-01
12786,Weiyi,Engineer,9999-01-01
12789,Sanjai,Engineer,9999-01-01
12790,Gunilla,Senior Staff,9999-01-01
12795,Masoud,Senior Staff,9999-01-01
12796,Saniya,Senior Engineer,9999-01-01
12798,Lillian,Senior Staff,9999-01-01
12799,Tiina,Senior Staff,9999-01-01
12803,Gad,Senior Staff,9999-01-01
12807,Gretta,Senior Engineer,9999-01-01
12810,Kristof,Technique Leader,9999-01-01
12815,Sushant,Senior Staff,9999-01-01
12819,Mountaz,Senior Engineer,9999-01-01
12821,Arco,Engineer,9999-01-01
12828,Oksana,Staff,9999-01-01
12829,Harngdar,Senior Engineer,9999-01-01
12840,Zhensheng,Engineer,9999-01-01
12843,Yinlin,Senior Engineer,9999-01-01
12848,Kazuhide,Engineer,9999-01-01
12851,Kwangyoen,Staff,9999-01-01
12855,Mabhin,Senior Staff,9999-01-01
12857,Alagu,Senior Engineer,9999-01-01
12863,Leif,Senior Engineer,9999-01-01
12865,Katsuyuki,Senior Staff,9999-01-01
12868,Berthier,Senior Engineer,9999-01-01
12869,Jacopo,Staff,9999-01-01
12872,Marl,Senior Staff,9999-01-01
12879,Baruch,Senior Engineer,9999-01-01
12881,Huai,Staff,9999-01-01
12885,Anwar,Senior Engineer,9999-01-01
12887,Hilari,Senior Engineer,9999-01-01
12889,Mayumi,Engineer,9999-01-01
12890,Neven,Senior Staff,9999-01-01
12893,Licheng,Senior Staff,9999-01-01
12895,Roddy,Senior Engineer,9999-01-01
12899,Chinho,Senior Staff,9999-01-01
12905,Munehiro,Senior Engineer,9999-01-01
12910,Uno,Staff,9999-01-01
12915,Arco,Senior Staff,9999-01-01
12923,Chaosheng,Senior Engineer,9999-01-01
12926,Heekeun,Senior Staff,9999-01-01
12934,Adil,Senior Engineer,9999-01-01
12936,Reinhold,Technique Leader,9999-01-01
12940,Odinaldo,Senior Engineer,9999-01-01
12941,Tommaso,Senior Engineer,9999-01-01
12944,Alselm,Senior Staff,9999-01-01
12949,Geoff,Senior Engineer,9999-01-01
12960,Tayeb,Engineer,9999-01-01
12962,Paraskevi,Senior Staff,9999-01-01
12969,Mohan,Senior Staff,9999-01-01
12977,Byong,Senior Engineer,9999-01-01
12982,Sachem,Senior Engineer,9999-01-01
12983,Elliott,Staff,9999-01-01
12986,Khun,Senior Engineer,9999-01-01
12987,Youngkon,Senior Engineer,9999-01-01
13000,Adhemar,Engineer,9999-01-01
13002,Henk,Senior Engineer,9999-01-01
13004,Fan,Senior Engineer,9999-01-01
13008,Jayesh,Engineer,9999-01-01
13011,Aamer,Technique Leader,9999-01-01
13013,Heekeun,Engineer,9999-01-01
13027,Paraskevi,Technique Leader,9999-01-01
13030,Yahiko,Senior Staff,9999-01-01
13034,Arunas,Senior Staff,9999-01-01
13046,Vivian,Senior Staff,9999-01-01
13047,Atilio,Senior Engineer,9999-01-01
13048,Kerhong,Senior Engineer,9999-01-01
13052,Aleksandar,Senior Engineer,9999-01-01
13054,Samphel,Senior Engineer,9999-01-01
13065,Zine,Senior Staff,9999-01-01
13067,Wayne,Senior Engineer,9999-01-01
13075,Rosella,Senior Staff,9999-01-01
13076,Deniz,Engineer,9999-01-01
13084,Domenico,Senior Staff,9999-01-01
13086,Dzung,Senior Staff,9999-01-01
13093,Sajjan,Staff,9999-01-01
13096,Ibibia,Senior Engineer,9999-01-01
13103,Srinidhi,Senior Engineer,9999-01-01
13108,Rance,Senior Staff,9999-01-01
13110,Maria,Senior Engineer,9999-01-01
13124,Quingbo,Senior Staff,9999-01-01
13126,Parviz,Senior Engineer,9999-01-01
13133,Guther,Senior Staff,9999-01-01
13134,Lorien,Senior Engineer,9999-01-01
13140,Shuji,Staff,9999-01-01
13143,Qingxiang,Technique Leader,9999-01-01
13144,Persi,Senior Staff,9999-01-01
13146,Haldon,Senior Staff,9999-01-01
13147,Shichao,Senior Staff,9999-01-01
13150,Mahmut,Technique Leader,9999-01-01
13156,Akeel,Senior Engineer,9999-01-01
13159,Jingling,Staff,9999-01-01
13161,Manu,Senior Engineer,9999-01-01
13165,Lucian,Senior Engineer,9999-01-01
13168,Munir,Senior Engineer,9999-01-01
13170,Cheong,Senior Staff,9999-01-01
13171,Anoosh,Senior Engineer,9999-01-01
13173,Arve,Senior Staff,9999-01-01
13175,Yucai,Senior Engineer,9999-01-01
13179,Moty,Staff,9999-01-01
13182,Kokou,Engineer,9999-01-01
13186,Kyoichi,Senior Staff,9999-01-01
13189,Yuuichi,Staff,9999-01-01
13192,Rosita,Technique Leader,9999-01-01
13200,Weidon,Senior Engineer,9999-01-01
13202,Aram,Senior Staff,9999-01-01
13203,Phule,Senior Staff,9999-01-01
13204,Mircea,Assistant Engineer,9999-01-01
13206,Tetsurou,Staff,9999-01-01
13210,Jianhua,Senior Staff,9999-01-01
13213,Hein,Senior Staff,9999-01-01
13216,Stabislas,Staff,9999-01-01
13227,Goncalo,Staff,9999-01-01
13232,Mitchel,Technique Leader,9999-01-01
13233,Alselm,Senior Engineer,9999-01-01
13235,Taizo,Engineer,9999-01-01
13238,Ebru,Senior Staff,9999-01-01
13240,King,Senior Engineer,9999-01-01
13246,Adil,Staff,9999-01-01
13250,Zeydy,Senior Engineer,9999-01-01
13252,Morris,Staff,9999-01-01
13260,JoAnna,Technique Leader,9999-01-01
13263,Subhash,Senior Staff,9999-01-01
13272,Arun,Senior Staff,9999-01-01
13276,Yechiam,Senior Staff,9999-01-01
13282,Cordelia,Senior Staff,9999-01-01
13288,Muneo,Senior Staff,9999-01-01
13290,Stamatina,Staff,9999-01-01
13291,Georg,Senior Engineer,9999-01-01
13294,Haldun,Staff,9999-01-01
13302,Mack,Senior Engineer,9999-01-01
13303,Koldo,Staff,9999-01-01
13309,Toshimori,Senior Engineer,9999-01-01
13312,Filipp,Engineer,9999-01-01
13315,Sakthirel,Senior Engineer,9999-01-01
13320,Gino,Senior Engineer,9999-01-01
13332,Nidapan,Senior Engineer,9999-01-01
13333,Yoshinari,Engineer,9999-01-01
13341,Bodh,Senior Staff,9999-01-01
13342,Georgy,Engineer,9999-01-01
13343,Heon,Senior Staff,9999-01-01
13346,Francoise,Senior Engineer,9999-01-01
13347,Lein,Senior Engineer,9999-01-01
13349,Zeydy,Senior Staff,9999-01-01
13357,Mabry,Engineer,9999-01-01
13361,Wilmer,Staff,9999-01-01
13368,Kiyokazu,Staff,9999-01-01
13371,Nakhoon,Senior Engineer,9999-01-01
13373,Juichirou,Senior Staff,9999-01-01
13374,Atreye,Senior Engineer,9999-01-01
13378,Rafols,Technique Leader,9999-01-01
13379,Kinh,Senior Staff,9999-01-01
13385,Claudi,Senior Staff,9999-01-01
13386,Khosrow,Technique Leader,9999-01-01
13388,Shuji,Technique Leader,9999-01-01
13389,Divine,Senior Staff,9999-01-01
13390,Nathan,Engineer,9999-01-01
13392,Fumitake,Senior Staff,9999-01-01
13394,Anneke,Senior Staff,9999-01-01
13396,Chuanyi,Senior Staff,9999-01-01
13402,Augustine,Engineer,9999-01-01
13405,Randy,Senior Staff,9999-01-01
13407,Gio,Senior Engineer,9999-01-01
13408,Sreekrishna,Senior Engineer,9999-01-01
13412,Ranga,Staff,9999-01-01
13415,Nathalie,Technique Leader,9999-01-01
13416,Fox,Senior Engineer,9999-01-01
13417,Dipayan,Senior Staff,9999-01-01
13422,Vishwani,Senior Engineer,9999-01-01
13427,Sreekrishna,Staff,9999-01-01
13439,Domenick,Engineer,9999-01-01
13442,Giordano,Senior Staff,9999-01-01
13443,Mayuko,Senior Engineer,9999-01-01
13445,Renee,Engineer,9999-01-01
13451,Gretta,Senior Staff,9999-01-01
13453,Sugwoo,Senior Engineer,9999-01-01
13456,Uzi,Senior Engineer,9999-01-01
13457,Shooichi,Senior Engineer,9999-01-01
13458,Feipei,Senior Engineer,9999-01-01
13460,Yinghua,Senior Engineer,9999-01-01
13463,Theron,Senior Engineer,9999-01-01
13465,Sasan,Engineer,9999-01-01
13467,Zhigen,Senior Engineer,9999-01-01
13472,Dzung,Engineer,9999-01-01
13475,Kamakshi,Senior Staff,9999-01-01
13493,Uinam,Senior Engineer,9999-01-01
13500,Irene,Senior Engineer,9999-01-01
13504,Parto,Engineer,9999-01-01
13505,Chandrasekaran,Staff,9999-01-01
13520,Takahiro,Senior Engineer,9999-01-01
13522,Jaewon,Senior Staff,9999-01-01
13523,Dines,Staff,9999-01-01
13524,Chaoyi,Senior Staff,9999-01-01
13535,Arunas,Senior Engineer,9999-01-01
13539,Cedric,Senior Engineer,9999-01-01
13540,Cordelia,Staff,9999-01-01
13544,Beshir,Senior Staff,9999-01-01
13546,Aimee,Senior Engineer,9999-01-01
13549,Matk,Technique Leader,9999-01-01
13552,Ingmar,Senior Staff,9999-01-01
13554,Divine,Senior Staff,9999-01-01
13571,Eben,Senior Engineer,9999-01-01
13575,Kazuhiko,Senior Engineer,9999-01-01
13576,Jungsoon,Senior Staff,9999-01-01
13586,Abdelwaheb,Senior Engineer,9999-01-01
13591,Jinxi,Assistant Engineer,9999-01-01
13596,Georg,Senior Engineer,9999-01-01
13598,Subhrajyoti,Engineer,9999-01-01
13600,Baocai,Staff,9999-01-01
13605,Dmitry,Senior Staff,9999-01-01
13612,Shao,Engineer,9999-01-01
13617,Prodip,Engineer,9999-01-01
13621,Fei,Engineer,9999-01-01
13624,Zhigen,Senior Staff,9999-01-01
13629,Dzung,Senior Engineer,9999-01-01
13642,Inderjeet,Senior Staff,9999-01-01
13643,Geoff,Senior Engineer,9999-01-01
13648,Zejun,Technique Leader,9999-01-01
13653,Kristen,Senior Staff,9999-01-01
13662,Tianruo,Senior Staff,9999-01-01
13670,Moti,Senior Engineer,9999-01-01
13673,Kish,Senior Staff,9999-01-01
13680,Denny,Staff,9999-01-01
13683,Zhilian,Senior Engineer,9999-01-01
13685,Weicheng,Senior Engineer,9999-01-01
13697,Shuichi,Technique Leader,9999-01-01
13704,Vishu,Senior Engineer,9999-01-01
13708,Taizo,Senior Engineer,9999-01-01
13713,Nitsan,Senior Staff,9999-01-01
13719,Hugh,Senior Engineer,9999-01-01
13721,Sugwoo,Senior Staff,9999-01-01
13727,Vitali,Staff,9999-01-01
13730,Munehiro,Senior Staff,9999-01-01
13738,Bangqing,Engineer,9999-01-01
13744,Hisao,Senior Engineer,9999-01-01
13745,Ung,Senior Engineer,9999-01-01
13758,Subhrajyoti,Senior Staff,9999-01-01
13762,Fumino,Senior Staff,9999-01-01
13766,Tremaine,Senior Staff,9999-01-01
13769,Yakichi,Senior Staff,9999-01-01
13772,Khalil,Engineer,9999-01-01
13775,Arve,Senior Staff,9999-01-01
13776,Marjo,Senior Staff,9999-01-01
13786,Takushi,Senior Staff,9999-01-01
13787,Xiaobin,Senior Engineer,9999-01-01
13792,Valery,Senior Staff,9999-01-01
13796,Paloma,Engineer,9999-01-01
13797,Juyoung,Senior Staff,9999-01-01
13798,Khosrow,Senior Engineer,9999-01-01
13799,Chriss,Technique Leader,9999-01-01
13800,Nikolaus,Technique Leader,9999-01-01
13809,Kiyotoshi,Senior Staff,9999-01-01
13811,Kien,Senior Engineer,9999-01-01
13815,Guadalupe,Senior Engineer,9999-01-01
13825,Arlette,Technique Leader,9999-01-01
13831,Yinghua,Technique Leader,9999-01-01
13838,Giao,Senior Staff,9999-01-01
13841,Christophe,Technique Leader,9999-01-01
13842,Juichirou,Senior Staff,9999-01-01
13846,Guiseppe,Senior Staff,9999-01-01
13847,Dhritiman,Technique Leader,9999-01-01
13853,Mingsen,Senior Staff,9999-01-01
13856,Xiping,Senior Staff,9999-01-01
13857,Mostafa,Senior Engineer,9999-01-01
13859,Anoosh,Senior Engineer,9999-01-01
13861,Parke,Engineer,9999-01-01
13863,Reinhard,Senior Staff,9999-01-01
13870,Theirry,Engineer,9999-01-01
13875,Genta,Senior Engineer,9999-01-01
13884,Kensei,Engineer,9999-01-01
13888,Xuedong,Engineer,9999-01-01
13894,Ult,Engineer,9999-01-01
13897,JoAnna,Senior Engineer,9999-01-01
13899,Mostafa,Engineer,9999-01-01
13904,Youngkon,Senior Engineer,9999-01-01
13911,Fen,Staff,9999-01-01
13913,Xinan,Technique Leader,9999-01-01
13919,Brewster,Engineer,9999-01-01
13922,Jinpo,Senior Staff,9999-01-01
13924,Mary,Senior Engineer,9999-01-01
13928,Mahmut,Senior Staff,9999-01-01
13934,Shiv,Senior Engineer,9999-01-01
13936,Tsz,Staff,9999-01-01
13942,Elzbieta,Technique Leader,9999-01-01
13943,Maya,Senior Staff,9999-01-01
13944,Takahito,Senior Engineer,9999-01-01
13946,Atilio,Senior Engineer,9999-01-01
13948,Xiaocheng,Staff,9999-01-01
13951,Mooi,Senior Staff,9999-01-01
13960,Nechama,Senior Staff,9999-01-01
13962,Maris,Senior Engineer,9999-01-01
13966,Boguslaw,Senior Staff,9999-01-01
13969,Jianwen,Technique Leader,9999-01-01
13972,Seongbin,Technique Leader,9999-01-01
13987,Huican,Technique Leader,9999-01-01
13990,Deborah,Engineer,9999-01-01
13992,Ulises,Senior Staff,9999-01-01
13993,Troy,Senior Staff,9999-01-01
13999,Florian,Senior Staff,9999-01-01
14001,Mohammad,Senior Staff,9999-01-01
14005,Vojin,Technique Leader,9999-01-01
14011,Katsuo,Engineer,9999-01-01
14012,Yishai,Senior Engineer,9999-01-01
14015,Manibrata,Senior Engineer,9999-01-01
14024,Naftali,Senior Engineer,9999-01-01
14030,Guadalupe,Technique Leader,9999-01-01
14031,Joydip,Engineer,9999-01-01
14034,Aloys,Senior Staff,9999-01-01
14038,Tokuyasu,Senior Engineer,9999-01-01
14039,Ugo,Assistant Engineer,9999-01-01
14041,Shan,Senior Staff,9999-01-01
14049,Becky,Senior Engineer,9999-01-01
14051,Constantijn,Senior Engineer,9999-01-01
14058,Huai,Senior Engineer,9999-01-01
14066,Gennadi,Staff,9999-01-01
14067,Godehard,Senior Engineer,9999-01-01
14074,Toshimori,Engineer,9999-01-01
14084,Deniz,Engineer,9999-01-01
14086,Willard,Senior Staff,9999-01-01
14088,Mori,Senior Staff,9999-01-01
14093,Atreye,Technique Leader,9999-01-01
14105,Ramachenga,Staff,9999-01-01
14107,Xiahua,Senior Staff,9999-01-01
14111,Leszek,Senior Staff,9999-01-01
14112,Younwoo,Staff,9999-01-01
14118,Kasturi,Senior Staff,9999-01-01
14122,Masato,Senior Staff,9999-01-01
14128,Mountaz,Senior Engineer,9999-01-01
14130,Yuuichi,Staff,9999-01-01
14140,Kiam,Senior Staff,9999-01-01
14146,Hauke,Engineer,9999-01-01
14147,Sasan,Engineer,9999-01-01
14148,Jungsoon,Senior Engineer,9999-01-01
14150,Yuqun,Senior Staff,9999-01-01
14159,Theron,Engineer,9999-01-01
14165,Aloke,Senior Staff,9999-01-01
14167,Adas,Senior Engineer,9999-01-01
14168,Jiann,Technique Leader,9999-01-01
14172,Vasilis,Senior Staff,9999-01-01
14182,Abdulla,Senior Staff,9999-01-01
14191,Jiann,Senior Engineer,9999-01-01
14199,Tomoyuki,Senior Engineer,9999-01-01
14200,Masali,Senior Staff,9999-01-01
14209,Masanao,Senior Staff,9999-01-01
14214,True,Assistant Engineer,9999-01-01
14217,Nimmagadda,Senior Staff,9999-01-01
14220,Tomofumi,Senior Engineer,9999-01-01
14232,Masali,Senior Engineer,9999-01-01
14233,Zijian,Senior Staff,9999-01-01
14234,Alair,Staff,9999-01-01
14236,Xuedong,Senior Staff,9999-01-01
14237,Abdulla,Senior Engineer,9999-01-01
14241,Zhonghui,Senior Staff,9999-01-01
14242,Sudhanshu,Senior Staff,9999-01-01
14244,Mahmut,Senior Engineer,9999-01-01
14245,Boalin,Senior Engineer,9999-01-01
14246,Subhada,Senior Engineer,9999-01-01
14248,Mark,Senior Engineer,9999-01-01
14251,Ingemar,Senior Staff,9999-01-01
14252,Weiyi,Staff,9999-01-01
14253,Mart,Senior Staff,9999-01-01
14257,Kwok,Staff,9999-01-01
14259,Aleksandar,Senior Engineer,9999-01-01
14273,Atreye,Staff,9999-01-01
14277,Xiong,Technique Leader,9999-01-01
14281,Hidekazu,Senior Engineer,9999-01-01
14285,Deborah,Senior Staff,9999-01-01
14290,Miyeon,Senior Engineer,9999-01-01
14292,Susanna,Senior Staff,9999-01-01
14298,Chriss,Senior Engineer,9999-01-01
14302,Rosita,Engineer,9999-01-01
14310,Marlo,Senior Staff,9999-01-01
14320,Sreenivas,Senior Engineer,9999-01-01
14321,Shugo,Senior Staff,9999-01-01
14322,Shem,Engineer,9999-01-01
14323,Golgen,Staff,9999-01-01
14326,Iara,Senior Engineer,9999-01-01
14327,Jianwen,Senior Engineer,9999-01-01
14329,Nikolaus,Senior Engineer,9999-01-01
14330,Felicidad,Senior Engineer,9999-01-01
14331,Susumu,Senior Engineer,9999-01-01
14332,Wilmer,Senior Engineer,9999-01-01
14335,Mark,Technique Leader,9999-01-01
14340,Vitaly,Senior Engineer,9999-01-01
14342,Hairong,Senior Engineer,9999-01-01
14344,Otilia,Technique Leader,9999-01-01
14354,Mong,Senior Staff,9999-01-01
14360,Janche,Senior Staff,9999-01-01
14364,Remzi,Senior Staff,9999-01-01
14369,Hiroyasu,Senior Engineer,9999-01-01
14370,Heon,Senior Staff,9999-01-01
14372,Saniya,Engineer,9999-01-01
14382,Zhigen,Senior Staff,9999-01-01
14384,Tomofumi,Technique Leader,9999-01-01
14385,Chanjung,Engineer,9999-01-01
14388,Arch,Senior Staff,9999-01-01
14394,Kinh,Senior Staff,9999-01-01
14398,Kristinn,Staff,9999-01-01
14406,Tsutomu,Senior Engineer,9999-01-01
14411,Hiroyasu,Technique Leader,9999-01-01
14418,Chriss,Engineer,9999-01-01
14422,Toshimo,Senior Engineer,9999-01-01
14424,Chikako,Senior Engineer,9999-01-01
14434,Elvis,Technique Leader,9999-01-01
14436,Aloke,Engineer,9999-01-01
14439,Raimond,Senior Engineer,9999-01-01
14455,Kwangyoen,Senior Staff,9999-01-01
14456,Feiyu,Senior Engineer,9999-01-01
14457,Erez,Senior Engineer,9999-01-01
14460,Yagil,Senior Engineer,9999-01-01
14478,Munehiro,Senior Staff,9999-01-01
14481,Moti,Senior Engineer,9999-01-01
14483,Supot,Senior Engineer,9999-01-01
14484,Gift,Engineer,9999-01-01
14486,Indrajit,Senior Engineer,9999-01-01
14490,Tran,Staff,9999-01-01
14494,Yannis,Technique Leader,9999-01-01
14497,Armond,Staff,9999-01-01
14498,Xiong,Senior Staff,9999-01-01
14500,Rutger,Senior Engineer,9999-01-01
14501,Taizo,Technique Leader,9999-01-01
14502,Abdulla,Senior Engineer,9999-01-01
14509,Danil,Senior Staff,9999-01-01
14513,Samphel,Senior Staff,9999-01-01
14515,Kazuhisa,Senior Engineer,9999-01-01
14516,Kristian,Senior Staff,9999-01-01
14518,Patricia,Engineer,9999-01-01
14522,Chuanyi,Senior Staff,9999-01-01
14524,Nobuyoshi,Staff,9999-01-01
14526,Arne,Staff,9999-01-01
14530,Branimir,Engineer,9999-01-01
14534,Heeju,Engineer,9999-01-01
14537,Babette,Senior Engineer,9999-01-01
14544,Licheng,Senior Staff,9999-01-01
14548,Raimond,Senior Staff,9999-01-01
14552,Ibibia,Senior Engineer,9999-01-01
14556,Fatemeh,Engineer,9999-01-01
14560,Elrique,Senior Engineer,9999-01-01
14563,Xuejia,Senior Staff,9999-01-01
14564,Tadahiro,Staff,9999-01-01
14568,Baoqiu,Senior Engineer,9999-01-01
14572,Jasminko,Technique Leader,9999-01-01
14574,Yolla,Senior Engineer,9999-01-01
14577,Shawna,Senior Engineer,9999-01-01
14581,Gao,Senior Engineer,9999-01-01
14582,Kiyokazu,Senior Engineer,9999-01-01
14589,Shawna,Staff,9999-01-01
14595,Margareta,Senior Staff,9999-01-01
14597,Aloke,Senior Staff,9999-01-01
14600,Jayson,Senior Staff,9999-01-01
14603,Lech,Senior Engineer,9999-01-01
14607,Suzette,Staff,9999-01-01
14610,Lijia,Senior Staff,9999-01-01
14611,Marsja,Staff,9999-01-01
14620,Jianhua,Senior Engineer,9999-01-01
14621,Souichi,Senior Staff,9999-01-01
14622,Jixiang,Senior Engineer,9999-01-01
14623,Gina,Engineer,9999-01-01
14627,Reinhold,Senior Engineer,9999-01-01
14632,Gudjon,Senior Engineer,9999-01-01
14634,Shirish,Technique Leader,9999-01-01
14639,Arvind,Senior Staff,9999-01-01
14640,Toshimori,Senior Engineer,9999-01-01
14642,Florian,Senior Engineer,9999-01-01
14645,Laurentiu,Senior Engineer,9999-01-01
14646,Jiafu,Senior Engineer,9999-01-01
14648,IEEE,Senior Staff,9999-01-01
14654,Moheb,Senior Staff,9999-01-01
14659,Sashi,Senior Engineer,9999-01-01
14665,Honesty,Senior Staff,9999-01-01
14667,Khatoun,Senior Engineer,9999-01-01
14668,Weicheng,Senior Engineer,9999-01-01
14670,Rance,Assistant Engineer,9999-01-01
14674,Rosalie,Engineer,9999-01-01
14675,Teunis,Senior Staff,9999-01-01
14676,Bikash,Senior Staff,9999-01-01
14677,Herbert,Senior Engineer,9999-01-01
14678,Angus,Staff,9999-01-01
14681,Jaihie,Engineer,9999-01-01
14683,Alois,Senior Engineer,9999-01-01
14684,Jayesh,Staff,9999-01-01
14690,Yechezkel,Senior Engineer,9999-01-01
14692,Annemarie,Senior Engineer,9999-01-01
14693,Brewster,Senior Staff,9999-01-01
14703,Boutros,Engineer,9999-01-01
14710,Mahmut,Senior Staff,9999-01-01
14716,Cullen,Senior Engineer,9999-01-01
14717,Willard,Senior Staff,9999-01-01
14723,Constantino,Senior Staff,9999-01-01
14724,Aron,Senior Staff,9999-01-01
14741,Dinkar,Senior Engineer,9999-01-01
14745,Dines,Technique Leader,9999-01-01
14746,Uri,Senior Engineer,9999-01-01
14750,Sadok,Engineer,9999-01-01
14752,Mariusz,Senior Engineer,9999-01-01
14756,Mohua,Senior Engineer,9999-01-01
14761,Yunming,Senior Staff,9999-01-01
14763,Ayakannu,Senior Engineer,9999-01-01
14776,Khoa,Senior Staff,9999-01-01
14777,Danco,Engineer,9999-01-01
14780,Marlo,Senior Engineer,9999-01-01
14785,Zhonghua,Senior Engineer,9999-01-01
14789,Pintsang,Engineer,9999-01-01
14791,Magy,Assistant Engineer,9999-01-01
14793,Stein,Engineer,9999-01-01
14801,Peternela,Senior Engineer,9999-01-01
14802,Almudena,Senior Engineer,9999-01-01
14814,Odysseas,Senior Staff,9999-01-01
14815,Valeri,Engineer,9999-01-01
14817,Gaurav,Senior Engineer,9999-01-01
14818,Wayne,Senior Engineer,9999-01-01
14820,Poornachandra,Senior Staff,9999-01-01
14821,Oguz,Engineer,9999-01-01
14826,Pohua,Senior Staff,9999-01-01
14828,Christfried,Staff,9999-01-01
14837,Perry,Senior Staff,9999-01-01
14839,Changho,Senior Engineer,9999-01-01
14842,Anneke,Senior Staff,9999-01-01
